Index,Param1,Param2,Param3,obs1,obs2,obs3,obs4
306.78,2566.088567,2.6341,4378.240947,0.006673849,0.006541313,0.006356075,0.006944566
306.93,2466.21895,2.6464,4358.644359,8.63535E-05,0.00329978,0.011889052,0.022782454
307.09,2455.490212,2.6468,4347.95013,-0.001152722,-0.000873909,-0.000192516,0.000359678
307.24,2472.019465,2.6356,4219.91167,-0.017063747,-0.018496685,-0.02332214,-0.034100876
307.39,2415.213946,2.63,4189.748313,-0.00465024,-0.002692022,0.002411185,0.008243233
307.54,2419.047619,2.633,4178.146975,-0.000816394,-0.0011077,-0.001993695,-0.003629203
307.7,2390.400753,2.6406,4236.157438,0.008335325,0.009772166,0.014159569,0.022374271
307.85,2442.11201,2.6554,4198.057985,-0.001722709,-0.004125239,-0.010990764,-0.021767304
308,2390.775747,2.6726,4192.341549,0.002546927,0.004112697,0.008333773,0.013846628
308.15,2418.08806,2.6801,4106.267177,-0.008971113,-0.010816007,-0.016505057,-0.027280293
308.31,2337.244076,2.6795,4096.00344,-0.001363277,0.001669581,0.009839406,0.020494913
308.46,2313.472486,2.6721,4126.05588,0.002272346,0.00354531,0.007263218,0.013490659
308.61,2278.367469,2.6652,4088.037661,-0.005921166,-0.004862182,-0.002271064,-0.000140162
308.76,2313.648095,2.6558,4025.728739,-0.009445865,-0.011129206,-0.01621749,-0.025442162
308.91,2290.179578,2.6453,4026.473269,-0.001888258,-0.000807903,0.002146531,0.0062001
309.07,2318.399635,2.6422,4095.508109,0.007913505,0.007518149,0.00701304,0.009097885
309.22,2402.45921,2.6348,4085.736116,-0.002596746,-0.005669805,-0.014177142,-0.026283015
309.37,2341.553353,2.6187,4102.1776,-0.001056611,0.001724942,0.009435522,0.02052421
309.52,2371.061844,2.6034,4110.919292,-0.001865502,-0.002633014,-0.004663937,-0.007120813
309.68,2381.994373,2.6004,4151.683557,0.004357097,0.00435554,0.004681067,0.006702803
309.83,2422.508345,2.6049,4186.238154,0.005008755,0.003733924,0.000519044,-0.002582699
309.98,2550.200803,2.6087,4221.899023,0.004970081,0.000498419,-0.011516748,-0.026867331
310.13,2544.452792,2.6071,4250.216136,0.003035633,0.003527727,0.005094047,0.008291048
310.29,2450.554752,2.6138,4230.747876,-0.001012224,0.00225178,0.010976616,0.022041334
310.44,2422.700898,2.6173,4295.740903,0.008291517,0.009809763,0.014470803,0.023308789
310.59,2452.32923,2.6172,4217.984556,-0.00915216,-0.010835057,-0.016007982,-0.025743221
310.74,2329.740885,2.6085,4147.220899,-0.010123991,-0.006030117,0.0045502,0.016281699
310.9,2345.337027,2.6028,4144.063303,-0.00147461,-0.001975417,-0.00336959,-0.005395418
311.05,2341.553353,2.6061,4132.48912,-0.0007649,-0.000780914,-0.000915549,-0.001528268
311.2,2251.107829,2.6108,4079.938962,-0.005497971,-0.002701394,0.004494286,0.012294665
311.35,2262.806236,2.6187,4032.7062,-0.004311493,-0.00527128,-0.008264364,-0.014087115
311.51,2281.94954,2.6265,4002.994366,-0.002210417,-0.003312545,-0.006563063,-0.012125521
311.66,2303.68075,2.6426,3983.584703,0.00062527,-0.000642752,-0.004266971,-0.009966912
311.81,2403.216905,2.65,4115.081883,0.017634671,0.014854072,0.008349441,0.004891832
311.96,2396.980182,2.6496,4107.705992,-0.000972483,-0.000792665,-0.000359993,-4.55E-05
312.12,2422.508345,2.6398,4125.944175,0.000362318,-0.000280202,-0.001892374,-0.00341016
312.27,2429.653248,2.6223,4225.762176,0.008626484,0.009541753,0.012870251,0.021434413
312.42,2387.031091,2.61,4251.935551,0.000736544,0.002723372,0.008346878,0.016971486
312.57,2388.153256,2.5973,4209.944751,-0.007401143,-0.007587343,-0.00841291,-0.011025477
312.72,2425.399857,2.6063,4183.135705,-0.001464621,-0.003184889,-0.008097145,-0.015797282
312.88,2410.2483,2.6195,4204.137931,0.005029956,0.005545932,0.007120314,0.010055365
313.03,2407.202654,2.6351,4222.776392,0.005180571,0.005190009,0.005361894,0.00629117
313.18,2425.978988,2.6438,4216.934145,0.000955839,8.40E-05,-0.002344979,-0.005882378
313.33,2463.229352,2.6484,4312.454902,0.012068101,0.011454132,0.01054294,0.013019735
313.49,2526.106415,2.6473,4341.632955,0.003163878,0.001197044,-0.003970486,-0.010025468
313.64,2530.090479,2.6506,4367.575623,0.003601645,0.003617348,0.003857744,0.005126448
313.79,2526.315789,2.6534,4366.074114,0.000355981,0.000430328,0.000622158,0.000830868
313.94,2486.94517,2.6609,4314.163989,-0.004569017,-0.003720565,-0.001789211,-0.00095149
314.1,2476.639311,2.6575,4334.101186,0.001666053,0.002258403,0.004028608,0.00716948
314.25,2483.702738,2.6521,4300.83251,-0.004869807,-0.005304684,-0.006740269,-0.009863313
314.4,2483.702738,2.6546,4300.83251,0.000471103,0.000429007,0.000313999,0.000156889
314.55,2493.455497,2.6665,4267.652371,-0.001635981,-0.002462181,-0.004968502,-0.009561142
314.71,2494.884178,2.672,4299.983071,0.004803818,0.004930329,0.0055272,0.007540593
314.86,2511.742892,2.6706,4241.757936,-0.007078574,-0.008146503,-0.011496712,-0.018091419
315.01,2520.466386,2.6654,4238.985314,-0.001301444,-0.001559614,-0.002286626,-0.003381885
315.16,2509.468138,2.6698,4269.385926,0.004397722,0.00499152,0.006850899,0.010521576
315.32,2516.928159,2.671,4248.024418,-0.002283297,-0.002758328,-0.004218429,-0.006976776
315.47,2526.734643,2.6676,4283.365421,0.003505605,0.003499151,0.003757393,0.005427202
315.62,2530.720691,2.657,4278.795536,-0.002524488,-0.00252421,-0.002558321,-0.002769697
315.77,2526.944122,2.6498,4303.504363,0.001522301,0.00199741,0.003486188,0.006427988
315.93,2522.343595,2.6419,4320.095246,0.00043099,0.000875894,0.002218197,0.004654409
316.08,2506.578947,2.6385,4315.446694,-0.001182195,-0.000590833,0.000988462,0.002975635
316.23,2495.905667,2.6321,4328.746112,0.000324255,0.000929949,0.002685459,0.005562456
316.38,2481.074481,2.6316,4320.707643,-0.001024352,-0.000552984,0.000673306,0.002059196
316.53,2475.231444,2.6385,4280.478043,-0.003367963,-0.003608024,-0.004563051,-0.007270252
316.69,2472.621076,2.6521,4263.712283,0.000608359,0.000332289,-0.000549088,-0.002352338
316.84,2473.825177,2.663,4262.221725,0.001875935,0.001634771,0.000964427,-5.47E-06
316.99,2473.22298,2.6733,4234.039007,-0.001386906,-0.001775586,-0.003050962,-0.005796733
317.14,2477.444526,2.6708,4218.27643,-0.002332686,-0.002579322,-0.003374065,-0.005029707
317.3,2457.073761,2.6763,4200.314197,-0.001105046,-0.000592376,0.000668233,0.001732706
317.45,2452.526553,2.6716,4207.387775,-3.75285E-05,0.000273306,0.001177623,0.002674297
317.6,2471.217772,2.6734,4219.677987,0.001795184,0.001176026,-0.000421287,-0.002153699
317.75,2471.217772,2.6662,4219.677987,-0.001348416,-0.001224471,-0.00088586,-0.000423355
317.91,2467.61658,2.6609,4335.642452,0.012559917,0.01378721,0.018086583,0.028567452
318.06,2470.216387,2.6564,4374.659127,0.003633091,0.003939813,0.005077051,0.008059631
318.21,2495.292673,2.6548,4412.339495,0.00398695,0.003456432,0.002290552,0.002054847
318.36,2514.644006,2.6565,4393.893526,-0.001774578,-0.002616042,-0.005052155,-0.009024357
318.52,2523.178808,2.6501,4410.105044,0.000635337,0.000576058,0.000535292,0.001055522
318.67,2527.153636,2.655,4390.349298,-0.001321218,-0.001700765,-0.002883,-0.005182314
318.82,2529.880478,2.6561,4380.820973,-0.00087921,-0.001071198,-0.001666412,-0.002813248
318.97,2530.090479,2.6722,4386.62138,0.003683179,0.003453435,0.002869086,0.002276233
319.13,2529.460581,2.6805,4391.804271,0.00214103,0.00206747,0.001905201,0.001866895
319.28,2530.090479,2.6877,4404.624277,0.002798637,0.002762279,0.002758892,0.003209636
319.43,2532.823666,2.6853,4451.064575,0.004797454,0.005122211,0.006361113,0.009735437
319.58,2535.77371,2.6797,4440.171314,-0.002268968,-0.002367188,-0.002715196,-0.003566622
319.74,2537.673799,2.6766,4445.092606,-2.48865E-05,2.26E-08,0.000104374,0.000418889
319.89,2539.576737,2.6799,4466.06494,0.002969561,0.003020113,0.003313834,0.004454973
320.04,2539.788351,2.6938,4462.207387,0.002154614,0.001892363,0.00114764,-3.13E-06
320.19,2530.090479,2.699,4455.228462,0.000181633,0.000373317,0.000845667,0.001248769
320.34,2532.823666,2.6969,4438.619484,-0.002256651,-0.002449911,-0.003098947,-0.004556155
320.5,2537.462537,2.6829,4394.336957,-0.007615558,-0.007904353,-0.009013429,-0.012028162
320.65,2538.096428,2.6783,4389.780223,-0.001376763,-0.00135962,-0.001346622,-0.001488819
320.8,2539.365159,2.6763,4368.577203,-0.002794398,-0.002978629,-0.003638419,-0.00527655
320.95,2540.846949,2.6752,4377.549262,0.000820283,0.000859876,0.001035444,0.001594866
321.11,2540.211684,2.6786,4371.898219,-1.08113E-05,-9.19E-05,-0.000355441,-0.00091445
321.26,2540.211684,2.6785,4371.898219,-1.86668E-05,-1.70E-05,-1.24E-05,-6.06E-06
321.41,2538.730635,2.6761,4373.278237,-0.000290409,-0.000185782,0.000110377,0.000563765
321.56,2534.08713,2.6684,4388.263411,0.000269603,0.000688178,0.00194435,0.004195205
321.72,2529.460581,2.6656,4358.457381,-0.003932608,-0.003965419,-0.004274368,-0.005727071
321.87,2526.106415,2.6639,4368.827669,0.000869282,0.001103289,0.001820689,0.003171114
322.02,2527.153636,2.6583,4405.515567,0.003129087,0.003489125,0.004751717,0.007807732
322.17,2529.670512,2.658,4475.179492,0.007787996,0.008277932,0.01014917,0.015267257
322.33,2531.982057,2.6537,4430.039388,-0.005878459,-0.006247381,-0.007578778,-0.010913056
322.48,2535.14098,2.6527,4497.432568,0.007360525,0.007818667,0.009582233,0.014451627
322.63,2539.365159,2.6519,4487.500368,-0.001256241,-0.001464434,-0.002105194,-0.003320188
322.78,2551.481668,2.6622,4511.478516,0.004602757,0.004219668,0.003348774,0.002996201
322.94,2558.120017,2.6737,4465.279812,-0.0029913,-0.0037643,-0.006204732,-0.011077107
323.09,2577.371892,2.6737,4449.310269,-0.001791394,-0.002581096,-0.004856284,-0.008517184
323.24,2579.116602,2.6628,4415.919331,-0.005808998,-0.005954422,-0.006593606,-0.008602846
323.39,2521.717548,2.6534,4417.839491,-0.001550815,0.000663373,0.006711337,0.014986649
323.55,2583.488727,2.6501,4422.326364,-0.000114675,-0.002159912,-0.007730622,-0.015239716
323.7,2534.29783,2.6493,4424.123666,5.2206E-05,0.001823501,0.00666506,0.013303344
323.85,2541.482531,2.6549,4431.585222,0.001898336,0.001616924,0.000903139,0.000189375
324,2549.347608,2.6689,4449.505124,0.004647435,0.004288676,0.003441325,0.002915403
324.15,2557.261515,2.6877,4488.557712,0.007878813,0.007614002,0.007181796,0.00798278
324.31,2626.906834,2.7018,4451.129576,-0.001570558,-0.004459994,-0.012642891,-0.025149647
324.46,2538.519197,2.7003,4391.171555,-0.007058473,-0.004365846,0.002526493,0.009817077
324.61,2537.885096,2.696,4496.30471,0.011032622,0.011997508,0.015452701,0.024145572
324.76,2514.851485,2.6806,4502.282161,-0.002200002,-0.001132391,0.001825404,0.006063753
324.92,2514.851485,2.67,4502.282161,-0.001981086,-0.001815431,-0.001362881,-0.000744785
325.07,2484.917659,2.6561,4532.072442,0.000687661,0.002139954,0.00632266,0.013065931
325.22,2559.193955,2.651,4565.471376,0.002710236,0.000647291,-0.004765667,-0.011068931
325.37,2568.034375,2.6448,4571.565701,-0.000503748,-0.000648053,-0.000998823,-0.001271664
325.53,2535.562765,2.6423,4489.284925,-0.009553719,-0.009083493,-0.008371551,-0.010057146
325.68,2496.314496,2.6465,4477.085781,-0.000566414,0.000592035,0.003662393,0.007418032
325.83,2393.967955,2.6631,4477.414616,0.003163135,0.006322711,0.014915554,0.026520988
325.98,2497.132558,2.6786,4431.842966,-0.002213424,-0.00609491,-0.017065537,-0.03371304
326.14,2426.94482,2.6864,4377.109212,-0.004759599,-0.002930391,0.00165276,0.006001305
326.29,2472.420506,2.6827,4301.92514,-0.009351796,-0.011447752,-0.017725268,-0.028854765
326.44,2352.396388,2.6708,4317.769719,-0.000384663,0.004248716,0.016959202,0.034658565
326.59,2382.180539,2.6562,4255.081528,-0.010052962,-0.01135852,-0.015390194,-0.023061787
326.75,2360.960496,2.6504,4247.373262,-0.00199957,-0.001224335,0.000832481,0.00335609
326.9,2340.834037,2.6533,4272.617679,0.003509745,0.004384445,0.006968867,0.01142836
327.05,2377.720571,2.6668,4336.629437,0.009972591,0.009044327,0.007005786,0.006620989
327.2,2535.351855,2.6856,4363.698836,0.006623678,0.001241512,-0.013363562,-0.032702743
327.36,2663.869953,2.7046,4576.782738,0.027356222,0.024268186,0.017501113,0.016705536
327.51,2798.127238,2.7028,4808.329389,0.024339021,0.021673919,0.01613503,0.017391559
327.66,2962.962963,2.6955,5053.385503,0.023497751,0.020172317,0.012815499,0.011560533
327.81,3043.13099,2.6888,5441.78822,0.035765034,0.036269643,0.040534858,0.061298461
327.96,2837.460436,2.7047,5443.343156,0.003090841,0.008521568,0.023251568,0.043018459
328.12,2702.367231,2.7183,5153.349339,-0.024860316,-0.023429961,-0.02113773,-0.025237313
328.27,2579.553148,2.7336,5153.349339,0.002806361,0.005946389,0.014483919,0.026006933
328.42,2467.416822,2.7373,5011.509372,-0.013277773,-0.011379762,-0.00707908,-0.00524128
328.57,2364.623739,2.7317,4312.821021,-0.075949871,-0.077774798,-0.086273902,-0.112679445
328.73,2394.720302,2.7113,4457.052613,0.012699106,0.013199262,0.01572741,0.024879893
328.88,2305.074491,2.6913,4376.543564,-0.01281545,-0.010273434,-0.00393035,0.001978241
329.03,2328.317164,2.6628,4193.610523,-0.026665356,-0.028482593,-0.034709238,-0.048951539
329.18,2484.107579,2.6405,4341.138267,0.013081562,0.009199562,-0.000290557,-0.00762363
329.34,2719.000892,2.627,4606.317062,0.027076513,0.02130575,0.007517616,-0.000935411
329.49,2682.154171,2.6344,4835.332191,0.025661434,0.02862934,0.038515136,0.06089353
329.64,2836.668218,2.6526,5174.43341,0.037315093,0.034907341,0.030859669,0.038435053
329.79,2950.058072,2.6779,5444.315442,0.030158248,0.02848882,0.025769195,0.031344034
329.95,3299.486891,2.7104,5646.117368,0.024224965,0.015832158,-0.006143139,-0.031001743
330.1,3225.806452,2.7383,5855.570284,0.023328937,0.026262614,0.035561614,0.054596408
330.25,3155.312167,2.7531,5662.480493,-0.014069616,-0.01367229,-0.013609979,-0.018205275
330.4,3487.294486,2.755,5716.214696,0.00506729,-0.003320363,-0.026197504,-0.056920536
330.56,3488.33217,2.7622,5965.942454,0.02268123,0.02412838,0.029633364,0.044843208
330.71,3830.733847,2.7591,6362.592631,0.031612451,0.025196777,0.009821803,0.000227731
330.86,3490.449361,2.7404,5625.380654,-0.064882706,-0.059730419,-0.048936144,-0.048065397
331.01,3513.180189,2.718,5551.002568,-0.010758406,-0.011477677,-0.013865312,-0.019099427
331.17,3536.209017,2.7059,5467.068446,-0.00984856,-0.010850435,-0.014069155,-0.020709605
331.32,3559.500175,2.7144,5025.88794,-0.040479886,-0.044150753,-0.056435391,-0.083134668
331.47,3296.596329,2.7202,5304.282756,0.028016112,0.039913149,0.074005796,0.128947032
331.62,3261.672142,2.7089,4640.823411,-0.068783968,-0.071629186,-0.082617518,-0.111308948
331.77,3261.672142,2.6023,4640.823411,-0.020070794,-0.017396072,-0.010092633,-0.000129961
331.93,3111.474071,2.3388,4593.336046,-0.058454751,-0.045395581,-0.010301955,0.035195743
332.08,2974.52913,2.1472,4546.810669,-0.047790488,-0.037327702,-0.009245927,0.026974603
332.23,2933.58999,2.1411,5148.213833,0.060615018,0.067443724,0.09160744,0.155200896
332.38,2764.62585,2.3953,5316.773653,0.072077594,0.073398793,0.078052935,0.089590027
332.54,2777.727148,2.5768,5496.844004,0.053123583,0.0513763,0.047770134,0.048585538
332.69,2749.16569,2.6123,5462.855095,0.00374008,0.003754214,0.003591277,0.002422492
332.84,2705.965909,2.5214,5510.757548,-0.013342319,-0.01075917,-0.003418677,0.00797415
332.99,2641.476731,2.4678,5306.037184,-0.029663332,-0.028736242,-0.027345504,-0.030648555
333.15,2658.989793,2.4915,5179.709406,-0.007269089,-0.008869669,-0.013987138,-0.024418999
333.3,2675.092154,2.5473,5108.865088,0.004188657,0.002492314,-0.002579711,-0.011547917
333.45,2566.520714,2.5866,5122.775173,0.009014422,0.011529752,0.018459313,0.028238947
333.6,2628.039317,2.6109,5204.295935,0.012568751,0.011217879,0.0080525,0.006271884
333.76,2585.022475,2.6312,5213.821416,0.004786796,0.005705983,0.008272774,0.01204799
333.91,2569.116655,2.644,5192.681182,0.000395006,0.000495196,0.000636799,0.000208216
334.06,2543.603438,2.6513,5163.651149,-0.001424544,-0.001063816,-0.000260672,-1.98E-05
334.21,2536.617843,2.6481,5108.865088,-0.005937089,-0.006097845,-0.006877088,-0.009533759
334.37,2544.66522,2.6588,5059.173071,-0.002870865,-0.003560853,-0.005758288,-0.010223608
334.52,2553.405378,2.662,5103.134208,0.004927302,0.004967167,0.005364674,0.007285729
334.67,2548.921224,2.6579,5140.573086,0.002884134,0.003318105,0.004746883,0.007857863
334.82,2627.133253,2.6406,5127.773759,-0.00451154,-0.006408129,-0.011685683,-0.019328
334.98,2607.579776,2.6314,4965.382422,-0.01783382,-0.018303746,-0.020563304,-0.028127866
335.13,2607.579776,2.638,4965.382422,0.001252515,0.001159963,0.000907097,0.000561636
335.28,2606.019152,2.6382,4826.450469,-0.014150656,-0.01509746,-0.018551213,-0.027262888
335.43,2615.186615,2.6073,4685.266313,-0.020732134,-0.021578843,-0.024796414,-0.033351883
335.58,2617.881989,2.5575,4600.54639,-0.01876413,-0.018686764,-0.019046957,-0.022195793
335.74,2573.454914,2.5317,4506.409214,-0.015405595,-0.014216973,-0.011621834,-0.011091242
335.89,2654.589793,2.5594,4588.841047,0.014503326,0.011942883,0.005536233,-0.000335666
336.04,2755.129712,2.6185,4605.064362,0.013178201,0.008902024,-0.002712668,-0.018191762
336.19,2866.277976,2.6633,4861.011435,0.035512163,0.032904867,0.027739201,0.030622984
336.35,2991.46138,2.6901,5114.179768,0.030382102,0.027785775,0.022506878,0.024480221
336.5,3033.43949,2.7198,5364.591584,0.029383139,0.029402271,0.031204173,0.042406481
336.65,3123.5909,2.7545,5537.388271,0.022186509,0.020280008,0.01616406,0.015930633
336.8,3089.554508,2.7751,5497.538012,0.000114122,0.000468388,0.001201442,0.001102572
336.96,3089.554508,2.785,5497.538012,0.001780544,0.001629891,0.00121828,0.000655928
337.11,2964.980545,2.7759,5268.525401,-0.022907341,-0.020810088,-0.016379491,-0.016191645
337.26,2917.863297,2.7774,5104.843572,-0.015508999,-0.015277918,-0.015610353,-0.020484584
337.41,2888.004548,2.757,5077.79962,-0.006341862,-0.005311985,-0.002673196,0.00011293
337.57,2886.636992,2.743,5018.192595,-0.008449356,-0.008606158,-0.009409875,-0.01226335
337.72,2905.347441,2.7081,5077.545853,-0.000523356,-0.000102767,0.001440817,0.005439659
337.87,2942.368955,2.6941,5155.877328,0.005063038,0.004731505,0.004340916,0.006289241
338.02,2966.423358,2.6931,5292.769327,0.012915816,0.013186378,0.014836741,0.021526352
338.18,2996.755481,2.7211,5438.778059,0.018775827,0.018486734,0.018643865,0.023476062
338.33,3048.701201,2.7332,5462.169815,0.004364258,0.002929514,-0.00085628,-0.005380455
338.48,3034.647551,2.7244,5657.01559,0.015911405,0.017737162,0.023971955,0.03861406
338.63,3034.647551,2.7085,5657.01559,-0.002926614,-0.00270091,-0.002084335,-0.001242296
338.79,3080.96634,2.7071,5698.261357,0.00337379,0.002479858,0.000274135,-0.001604446
338.94,3144.764401,2.7213,5820.348304,0.01321461,0.012167041,0.010024159,0.010591508
339.09,3134.383612,2.7245,5964.074668,0.012783818,0.013894888,0.017776056,0.027183227
339.24,3150.908677,2.7217,5962.907896,-0.000611946,-0.000971097,-0.001959257,-0.003341237
339.39,3100.712106,2.7292,5975.53325,0.002433454,0.003598456,0.006845621,0.011593121
339.55,3058.920346,2.7484,5933.539683,-2.09982E-05,0.000447142,0.001496166,0.001852476
339.7,3196.9457,2.7901,6014.681506,0.014319504,0.011065749,0.002592391,-0.006924046
339.85,3226.011304,2.8384,6047.139116,0.011272005,0.010129189,0.007182247,0.003995304
340,3223.725264,2.8564,6102.102102,0.007684653,0.007825657,0.008513137,0.01089579
340.16,3227.821961,2.8524,6056.872603,-0.004420506,-0.004728093,-0.005807376,-0.008404084
340.31,3239.623744,2.8408,6130.946394,0.004040222,0.004359127,0.005639373,0.009348073
340.46,3257.4195,2.8624,6182.806605,0.007998788,0.007609728,0.006826916,0.00709597
340.61,3271.930955,2.8685,6157.078216,-0.001020575,-0.001580069,-0.003244047,-0.006154558
340.77,3312.935448,2.8619,6139.714769,-0.002563778,-0.003525889,-0.006249315,-0.010413217
340.92,3415.432196,2.8431,6143.798754,-0.002962881,-0.005094415,-0.010916631,-0.01883817
341.07,3415.432196,2.8327,6143.798754,-0.001832341,-0.001680582,-0.001265992,-0.000699736
341.22,3397.50092,2.8289,6133.290406,-0.001527119,-0.001098034,1.78E-05,0.001276272
341.38,3366.542225,2.8244,6161.93268,0.001533552,0.002516522,0.005353909,0.009954734
341.53,3372.688746,2.8209,6181.803432,0.0009898,0.001009339,0.001168722,0.001889766
341.68,3442.317466,2.8141,6378.437199,0.014448784,0.01406145,0.014098156,0.019520192
341.83,3419.302005,2.8161,6041.146391,-0.026803012,-0.028149108,-0.033389908,-0.047590181
341.99,3098.159197,2.8305,5859.172257,-0.012741824,-0.005941083,0.011486376,0.030276184
342.14,3040.702314,2.8435,5642.145792,-0.016579268,-0.016662843,-0.018026358,-0.025068254
342.29,2968.734781,2.849,5490.111315,-0.012691095,-0.011876071,-0.010498263,-0.012516102
342.44,2994.400236,2.8418,5513.349251,0.000846678,0.000420817,-0.000604774,-0.00134848
342.6,3034.949716,2.8303,5576.187776,0.003639044,0.003140894,0.002156667,0.002620949
342.75,3103.048073,2.8127,5219.267453,-0.036177269,-0.039917919,-0.051991868,-0.076739476
342.9,3073.045319,2.7921,5377.937751,0.011298044,0.013672971,0.021209787,0.036630238
343.05,3177.714298,2.7768,5669.431941,0.023640159,0.022909256,0.022845153,0.032509271
343.2,3597.478932,2.7688,5831.372324,0.012638459,0.002762538,-0.023692265,-0.056694358
343.36,3471.526196,2.7766,5792.474344,-0.001939833,0.001257624,0.009733756,0.020144299
343.51,3459.351485,2.7837,5609.953618,-0.014730572,-0.015626556,-0.019044704,-0.028168658
343.66,3283.2091,2.7917,5282.678776,-0.028611882,-0.025570512,-0.019056996,-0.018126339
343.81,2860.628813,2.7756,5114.780507,-0.019039007,-0.006414491,0.026482706,0.064852976
343.97,2534.29783,2.7345,5051.124405,-0.013720114,-0.003964947,0.021954576,0.054398392
344.12,2579.553148,2.69,4773.46405,-0.036456848,-0.039016139,-0.047626617,-0.066656554
344.27,2476.639311,2.663,4631.163109,-0.020173311,-0.017705568,-0.011920663,-0.008373201
344.42,2499.180059,2.6496,4663.616751,0.000969302,0.000717711,0.000260861,0.000737337
344.58,2344.074444,2.6422,4675.778913,-9.61472E-05,0.004879136,0.018471496,0.037155634
344.73,2252.438664,2.6403,4621.963425,-0.006147682,-0.003903918,0.001832249,0.007861068
344.88,2330.631595,2.6567,4593.889885,4.98701E-05,-0.002575323,-0.009962864,-0.021039658
345.03,2522.343595,2.6719,4666.829985,0.010728579,0.005433862,-0.008623839,-0.025690498
345.19,2610.259484,2.6824,4703.195642,0.005842059,0.003243868,-0.003624434,-0.011871237
345.34,2687.830688,2.6844,4718.339293,0.001980005,-0.000384935,-0.006762286,-0.015047722
345.49,2818.047337,2.708,4948.935687,0.028226882,0.025447676,0.019537808,0.019967014
345.64,3033.43949,2.7685,5497.042274,0.063480991,0.060131739,0.055266712,0.072165496
345.8,3222.225746,2.8353,5797.321972,0.038494967,0.03448141,0.025387418,0.022538551
345.95,3266.705964,2.8791,6009.819193,0.025658655,0.025226449,0.025324036,0.031757025
346.1,3376.200445,2.8821,6021.097547,0.001458172,-0.001166632,-0.008302203,-0.017847133
346.25,3390.848713,2.8714,5937.932244,-0.008813808,-0.009514506,-0.011869004,-0.017139591
346.41,3311.02807,2.8711,5978.697946,0.003368667,0.00567912,0.012203031,0.022143205
346.56,3141.264132,2.8619,5738.816087,-0.022076097,-0.01913059,-0.012360934,-0.008859996
346.71,2713.192095,2.8498,5120.451567,-0.059054817,-0.051526914,-0.034212672,-0.024192143
346.86,2713.192095,2.8189,5120.451567,-0.005450985,-0.00504079,-0.003920325,-0.002390498
347.01,2633.716409,2.7945,4912.246773,-0.0250971,-0.023990767,-0.022216918,-0.025458455
347.17,2581.082225,2.7629,4599.921524,-0.038513207,-0.038733037,-0.041184107,-0.052784802
347.32,2546.365915,2.7157,4620.071848,-0.006429958,-0.004408751,0.001251136,0.009647522
347.47,2477.847329,2.6703,4498.16266,-0.021796628,-0.019849576,-0.015370098,-0.013100392
347.62,2426.94482,2.6385,4337.802066,-0.024136054,-0.023230091,-0.021855241,-0.024996826
347.78,2381.994373,2.6265,4269.924212,-0.010164709,-0.008975351,-0.006231608,-0.004828341
347.93,2342.813221,2.6214,4209.130831,-0.00814159,-0.00719499,-0.005068749,-0.00430173
348.08,2343.713956,2.6279,4193.610523,-0.000608794,-0.000875572,-0.001724142,-0.003447728
348.23,2351.126196,2.6386,4182.332117,0.000685188,0.000154192,-0.001384339,-0.003899971
348.39,2390.2133,2.6497,4198.173629,0.003989239,0.00254134,-0.001297343,-0.005974939
348.54,2415.022581,2.6499,4220.320678,0.0026685,0.001954048,0.000173364,-0.001440696
348.69,2415.022581,2.6393,4225.293539,-0.001415276,-0.001197062,-0.00056231,0.000487585
348.84,2424.049626,2.619,4230.689153,-0.003222489,-0.003165815,-0.002969447,-0.002504178
349,2439.961575,2.5999,4220.086949,-0.004914336,-0.005259596,-0.006285386,-0.008075172
349.15,2454.896907,2.5867,4247.55083,0.000698379,0.000612599,0.000592724,0.001588209
349.3,2487.757101,2.5878,4284.750337,0.004572421,0.003672155,0.001498442,-9.94E-05
349.45,2521.926196,2.5964,4306.727142,0.004216846,0.003012329,-0.000115058,-0.003602251
349.61,2528.411448,2.6086,4337.493418,0.005903024,0.005709085,0.005415651,0.006142142
349.76,2527.782385,2.6111,4365.323747,0.003676802,0.003887023,0.004673692,0.006759602
349.91,2523.596622,2.6073,4382.269636,0.001209015,0.001562914,0.002657533,0.004759819
350.06,2509.881423,2.6095,4331.268118,-0.005431435,-0.005400887,-0.00569037,-0.007829586
350.22,2489.179257,2.6236,4334.224447,0.003035546,0.003559885,0.005012994,0.007097425
350.37,2489.179257,2.6473,4349.811622,0.006291258,0.006023478,0.005410119,0.005133939
350.52,2484.917659,2.6548,4377.486392,0.004585572,0.004840905,0.005748946,0.007991718
350.67,2477.444526,2.6446,4372.274501,-0.002520404,-0.00213713,-0.001129179,6.30E-05
350.82,2475.43247,2.6259,4380.695047,-0.002586038,-0.002141562,-0.000864182,0.001179894
350.98,2453.711158,2.6165,4378.240947,-0.002073253,-0.001188754,0.001207199,0.004386012
351.13,2457.271848,2.6202,4386.431994,0.001641103,0.001526766,0.001275704,0.001223518
351.28,2469.215813,2.6217,4403.796975,0.002261641,0.001971371,0.001308113,0.001019459
351.43,2469.215813,2.6116,4403.796975,-0.001929949,-0.001767337,-0.0013231,-0.000716354
351.59,2445.639092,2.6065,4383.467081,-0.003290923,-0.002569178,-0.000749381,0.001023529
351.74,2451.343092,2.6015,4405.069877,0.001498007,0.001560969,0.001895498,0.003125459
351.89,2460.246993,2.6044,4438.490214,0.00433611,0.004262082,0.004311115,0.005576834
